id,time,event,option1
988,35.0877,Netflix,Sr Software Eng Messaging Eng
990,24.0000,Microsoft,Software Design Engn Test Software Dev EngT 2
990,28.1699,LinkedIn,Sr Software Eng
990,32.3397,LinkedIn,Eng Manage
991,26.0000,University WisconsinMadison,Research Assistant
991,27.5041,Juniper Networks,Software Eng
992,24.0000,Microsoft Research,Postdoc Research
992,26.7589,Google,Software Eng
993,24.0000,University Southern California,Research Assistant
993,29.1699,Microsoft,Software Eng
993,30.2548,Hulu,Software Eng
996,26.0000,Yahoo,Director Research
996,32.0877,Yahoo,Sr Director Ad Yahoo Research
996,33.1671,Google,Tech Lead
996,36.0904,Pinterest,Head Growth Eng
998,26.0000,TellApart,Tech Lead Software Eng
998,29.7507,Twitter,Software Eng
1000,31.0000,Intel,Sr Consult
1000,35.6740,Microsoft,Sr Test Lead
1000,40.6795,Microsoft,Sr Test Manage
1002,29.0000,Nokia,Software Eng
1002,30.1671,Nokia,Sr Software Eng
1002,32.5014,Microsoft,Sr Software Eng
1003,31.0000,Google,Software Eng
1003,32.0849,Carnegie Mellon University,PhD Student
1005,30.0000,Microsoft,Software Dev Eng
1005,32.0849,Twitter,Software Eng
1006,31.0000,Microsoft,Principal Architect PM Azure Analyst
1006,36.0027,Microsoft,Director Product Program Manage Cloud Analyst AppPlat
1006,39.9233,Microsoft,Sr Director PM Cloud Analyst
1006,41.1726,Cisco,Sr Director Product Manage Cloud Analyst Product
1007,22.0000,Microsoft,Program Manage MSN Business Intelligence System
1007,24.1671,Microsoft,Partner Group Program Manage adCenter
1007,33.3452,eBay,Sr Director Market Tech
1009,31.0000,Microsoft,Program Manage 
1009,31.7507,Microsoft,Program Manage 
1009,33.0027,Microsoft,Sr Program Manage
1009,34.7507,Amazon,Tech Program Manage
1016,24.0000,Arizona State University,Research Assistant
1016,28.5863,Amazon,Software Dev Eng
1017,24.0000,Amazon,Software Dev Eng Intern
1017,24.3370,NVIDIA,Software Eng Intern
1017,25.0000,Amazon,Software Dev Eng
1021,31.0000,Amazon,Software Dev Eng
1021,33.1699,Twitter,Software Eng
1021,34.0027,Twitter,Sr Software Eng
1021,36.2548,Uber,Sr Software Eng
1023,26.0000,NVIDIA,Architect Intern
1023,27.0822,TIBCO Software,Associate Consult
1023,29.9178,Yahoo,Software Eng Intern
1023,30.6740,LinkedIn,Software Eng
1025,22.0000,Tencent,Research Intern
1025,22.7507,Baidu,Eng Intern
1026,30.0000,Yahoo,Research Eng Yahoo Lab
1026,32.0027,Microsoft,Sr Data Science Manage Azure Machine Learning
1028,22.0000,Microsoft,Research Intern
1028,23.0000,Microsoft,Research Intern
1028,24.1671,Microsoft,Applied Research
1028,25.6712,Google,Software Eng
1029,31.0000,Cornell University,Teaching Assistant
1029,32.0027,Cornell University,Research Assistant
1029,37.1726,Google,Software Eng
1029,39.5890,Google,Sr Software Eng
1030,30.0000,Sun MicroSystem,Director
1030,32.1616,EMC,VP SW Eng
1035,26.0000,salesforcecom,Software Eng
1035,27.0849,Salesforce,Associate Member Tech Staff
1035,28.0849,Salesforce,Member Tech Staff
1035,29.4219,salesforcecom,Sr Member Tech Staff
1035,32.4219,Salesforce,Lead Member Tech Staff
1036,29.0000,Microsoft,Software Eng
1036,33.3315,Qualcomm,Sr Software Eng
1037,25.0000,Microsoft,Software Eng Intern
1037,25.6630,Yahoo,Software Eng
1037,27.5808,Yahoo,Project Owner Gemini Budget
1038,24.0000,Yahoo,Sr Performance Eng Tech Yahoo
1038,30.2548,IBM,Performance Capacity Manage Architect
1041,30.0000,Microsoft Research Asia,Intern
1041,32.0849,Baidu,Sr Research Dev Eng
1041,33.2521,Google,Software Eng
1041,35.9260,Twitter,Sr Software Eng
1041,37.4219,Twitter,Staff Software Eng
1041,37.9260,Twitter,Eng Manage
1044,22.0000,Amazon,Software Dev Eng
1044,24.2521,Twitter,Sr Software Eng
1046,31.0000,Microsoft,Applied Research
1046,32.7534,Facebook,Research Science
1047,29.0000,Arizona State University,Software Dev
1047,31.0000,Salesforce,Software Eng
1049,24.0000,Oracle,Sr Member Tech Staff
1049,30.8356,Huawei,Architect
1050,28.0000,IBM,Software Eng
1050,31.4164,eBay,Member Tech Staff1 Software Eng
1050,35.4192,eBay,Manage Site Operation
1050,35.7534,eBay,Manage Site Operation 2
1051,31.0000,IBM,Software Dev
1051,33.4219,IBM,Software Dev Manage
1051,36.4247,IBM,Sr Software Eng
1051,41.0082,eBay,Member Tech Staff2 Software Eng
1052,25.0000,Tencent,Software Eng
1052,26.5836,Intel,Tech Manage
1054,26.0000,Symantec,Software Eng
1054,26.6685,Apple,Sr Software Eng
1054,30.2548,Oracle,Principal Member Tech Staff
1055,28.0000,Yahoo,Sr Staff Research Communications Communities
1055,29.4137,Microsoft Research,Research Manage Research Team Lead FUSE Lab
1059,22.0000,Google,Sr Tech Account Manage
1059,25.1699,YouTube,Partner Tech Manage
1059,26.0849,YouTube,Partner Product Manage
1060,28.0000,Infosys,Software Eng
1060,31.0877,Qualcomm,Eng Intern
1062,26.0000,Arizona State University,Research Assistant
1062,30.8384,Uber,Software Eng
1063,24.0000,Yahoo,Sr Eng Manage
1063,31.4219,LinkedIn,Director Eng
1063,32.0055,LinkedIn,Director Market Solution Eng
1065,22.0000,Microsoft,Software Eng Microsoft Business Division
1065,24.5836,Microsoft,Software Eng Microsoft Lync
1065,29.5014,Twitter,Sr Software Eng Tweet Anatomy
1065,30.4192,Twitter,Eng Manage Growth
1065,31.8384,Twitter,Sr Software Eng Media Platform
1066,24.0000,Google,Software Eng
1066,30.8384,Pinterest,Software Eng
1066,31.4247,Apple,Software EngV
1066,34.0904,Oracle,Consult Member Tech Staff
1067,31.0000,Georgia Institute Tech,Graduate Research Assistant
1067,32.6658,Apple,HaResearch Devware Test System Eng
1067,34.1699,Apple,Software Eng Apps
1073,28.0000,Microsoft,Software Design Eng
1073,32.6685,Microsoft,Sr Dev Lead
1073,34.0027,Microsoft,Principal Eng Manage
1073,36.5096,Microsoft,Principal Eng Manage
1073,41.0082,LinkedIn,Head Streams Infrastructure
1074,22.0000,NVIDIA,Tool Dev Eng
1074,24.0877,University Southern California,Student Program
1075,30.0000,Amazon,Software Dev Eng Intern
1075,30.6712,Yahoo,Data Science Software Eng
1077,26.0000,Google,Eng Intern
1077,27.0027,Microsoft,Software Dev Eng
1077,29.4219,Microsoft,Software Dev Eng
1077,31.6767,LinkedIn,Sr Software Eng
1077,32.8384,LinkedIn,Staff Software Eng
1077,33.7616,LinkedIn,Eng Manage
1078,31.0000,UC Berkeley,Graduate Student Instructor
1078,32.8329,LinkedIn,Sr Data Science Business Analyst Data Science
1080,24.0000,Microsoft,Software Dev Engn Test
1080,25.5041,VMware,Sr Member Tech Staff
1083,26.0000,Yahoo,Sr Database Eng
1083,31.2548,LinkedIn,Lead Staff Database Eng
1085,29.0000,Qualcomm,Software Eng
1085,31.4986,Qualcomm,Sr Software Eng
1085,32.4986,Apple,Software Develop Eng
1086,31.0000,Intel,Software Eng
1086,32.4219,Qualcomm,Software Eng
1086,34.7562,Qualcomm,Sr Applied Eng
1087,26.0000,eBay,Staff Software Eng Applied Research
1087,29.0000,eBay,Member Tech Staff Trust Science
1087,30.7562,PayPal,Data Science Risk Compliance
1088,22.0000,Cisco,Software Eng Contracting
1088,25.0849,VMware,Hybrid Cloud Software Eng Contracting
1088,25.6712,VMware,Member Tech Staff Support Eng
1088,26.9205,eBay,Member Tech Staff Software Eng
1091,29.0000,Microsoft Research Asia,Research Intern
1091,31.0877,University Massachusetts Amherst,Research Assistant
1091,36.0904,IBM,Research Science
1092,22.0000,Intel,Research Intern
1092,23.1699,Yahoo,Sr Software Eng
1093,22.0000,VMware,Member Tech Staff
1093,23.0849,Google,Software Eng
1095,31.0000,HewlettP,Product Specialist
1095,31.8329,HewlettP,Global Account Manage
1095,37.3397,Groupon,National Sale Director
1095,38.7562,Amazon,Sr BD Manage Market Place
1095,40.1753,Baidu,Manage KA BDEcommerce Dept
1095,40.8384,Baidu,Head BD Baidu Connect___ MSG
1098,24.0000,Amazon,Software Dev Eng Intern
1098,25.0000,VMware,Member Tech Staff intern
1098,26.2521,LinkedIn,Software Eng
1098,27.2521,LinkedIn,Sr Software Eng
1102,30.0000,Huawei,Solution Manage
1102,34.0027,Alibaba,Product Expert
1104,24.0000,BEA System,Staff Software Eng
1104,32.0055,salesforcecom,Principal Member Tech Staff
1104,36.5918,salesforcecom,Architect
1104,37.7589,Twitter,Staff Software Eng
1104,40.0110,Lyft,Software Eng
1105,30.0000,Yahoo,Sr Research Eng
1105,34.2493,Microsoft,Applied Research
1108,28.0000,VMware,Sr Software Manage NSX Performance Eng
1108,30.0000,NetApp,Sr Manage Performance Eng Cloud Solution Group
1109,24.0000,Microsoft Research Asia,Research Intern
1109,25.0877,Microsoft,Software Dev Eng Intern
1112,26.0000,Google,Software Eng
1112,27.0822,LinkedIn,Sr Software Eng
1114,24.0000,Sun MicroSystem,Software Eng Manage
1114,26.2493,Sun MicroSystem,Sr Software Eng Manage
1114,30.4219,Oracle,Sr Eng Manage
1116,26.0000,Huawei,Software Eng
1116,29.3315,Trend Micro,Tech Lead
1119,26.0000,HewlettP,Software Dev intern
1119,27.0000,Symantec,Assoc Software Eng
1120,25.0000,LinkedIn,Sr Web Dev
1120,25.9151,Google,Software Eng AngularJS
1122,31.0000,Yahoo,Software Eng
1122,33.5890,Amazon,Software Dev Eng
1122,37.5918,Netflix,Sr Software Eng
1123,24.0000,Amazon,Software Eng
1123,26.4986,Amazon,Software Eng AWS
1123,28.2548,Twitter,Staff Software Eng
1123,30.9205,Uber,Sr Software Eng
1123,31.5014,Uber,Eng Manage
1125,31.0000,Tata Consultancy Service,Assistant Software Eng
1125,31.6712,Oracle,Member Tech Staff
1125,33.8329,Oracle,Sr Member Tech Staff
1125,37.2548,Oracle,Principal Member Tech Staff
1125,41.5918,Oracle,Software Dev Manage
1127,22.0000,Microsoft,IT Pressional Intern
1127,23.4192,IBM,Software Eng Intern
1138,30.0000,Facebook,Software Eng Intern
1138,30.8329,LinkedIn,Software Eng
1139,28.0000,Alibaba,Research Eng
1139,29.7479,Yahoo,Software Dev Eng
1140,28.0000,Baidu,Sr Software Eng
1140,31.6685,Amazon,Software Dev Engoftware Dev EngI
1141,26.0000,University WisconsinMadison,Teaching Assistant
1141,28.9178,Microsoft,Software Eng
1143,26.0000,salesforcecom,Performance Eng Intern
1143,27.1699,salesforcecom,Member Tech Staff Core Infrastructure
1143,28.8356,salesforcecom,Sr Member Tech Staff Search Infrastructure
1143,30.1699,salesforcecom,Sr Member Tech Staff Core Infrastructure
1143,31.0877,Facebook,Software Eng
1143,33.4247,Uber,Sr Software Eng
1144,26.0000,Cisco,Software Eng
1144,27.2521,Yahoo,Software Eng
1144,28.0849,Oracle,Sr Software Eng
1144,31.3370,Google,Software Eng
1147,30.0000,Cisco,Sr Tech Lead
1147,41.7562,Twitter,Platform Eng Staff Software Eng
1148,26.0000,LinkedIn,Software Eng Mobile
1148,27.3315,LinkedIn,Sr Software Eng Mobile
1148,29.0027,Uber,Mobile Software Eng
1148,29.4986,Uber,Eng Manage
1150,28.0000,Yahoo,Sr Research Eng
1150,29.7507,YouTube,Sr Software Eng Abuse team
1150,33.4219,YouTube,Sr Software Eng Personalization team
1150,34.6767,Google,Sr Software Eng Measurement Market Tech
1150,36.0877,Google,Sr Software Eng Play Music Recommendations
1151,29.0000,IBM,Research Staff Member
1151,34.7507,IBM,Research Science
1151,37.1726,Google,Sr Statistician
1151,38.2575,Alibaba,Sr Staff Data Science Director
1152,28.0000,University Southern California,Research Assistant
1152,34.0877,Google,Software Eng
1157,26.0000,Intel,Software Eng
1157,27.7507,IBM,Software Eng
1157,29.4219,IBM,Staff Software Eng
1157,32.9205,IBM,Advisory Software Eng
1157,35.4274,Microsoft,Software Dev Eng
1157,37.0082,Microsoft,Sr Software Dev Eng
1158,29.0000,Google,Software Eng Intern
1158,29.3370,Carnegie Mellon University,Teaching Assistant
1158,29.6712,Google,Software Eng
1159,26.0000,Apple,Sr Tech Consult
1159,26.5863,EMC,Sr Solution Architect
1159,27.0877,Accenture,Associate Tech Manage
1161,24.0000,Arizona State University,Research Assistant
1161,26.0027,salesforcecom,Sr Member Tech Staff
1162,30.0000,Cisco,Sr Manage Security Applied IPS
1162,33.2521,Cisco,Director Eng
1162,33.6712,Juniper Networks,Sr Director Eng
1162,34.3370,Juniper Networks,Vice President Eng
1165,24.0000,IBM,DW architect Delivery Manage
1165,25.2438,HewlettP,Operational Manage Business Intelligence SupplyChain
1165,26.4986,HewlettP,DW Program Manage
1165,27.1644,HewlettP,Delivery Manage Global Analyst
1166,25.0000,Cisco,Analyst Business Intelligence 
1166,27.0027,Autodesk,License Report Analyst
1166,28.0027,Autodesk,Reporting Analyst Business Analyst _ GBS
1166,31.0877,Autodesk,Business Process Analyst
1166,33.2548,Autodesk,BI Analyst
1166,37.0904,NetApp,Data Governance Consult
1167,25.0000,Informix,Software Eng
1167,27.2493,Sun MicroSystem,Software Dev
1169,26.0000,StanfoResearch Dev University,Teaching Assistant
1169,26.3315,Facebook,Data Science
1173,30.0000,Autodesk,Build Release Lead
1173,34.4192,EMC,Sr Software Eng
1181,30.0000,IBM,Research Intern
1181,32.1671,Microsoft,Sr Research Research Manage
1182,29.0000,Amazon,Software Dev Eng
1182,32.7507,Facebook,Software Eng
1184,25.0000,Microsoft,Sr Science Maps Local Search Conversational Understing
1184,27.4192,Apple,Sr Research Science Maps Evaluation
1184,28.4986,Apple,Manage Maps Evaluation
1186,25.0000,Amazon,Software Eng Intern
1186,26.0849,Facebook,Software Eng
1188,26.0000,Sun MicroSystem,Intern
1188,26.8301,Sun MicroSystem,Sr Software Eng Solaris NIC Team
1188,30.7507,Oracle,Sr Software Eng Solaris IO Team
1189,29.0000,Yahoo,Research Intern
1189,29.4959,Carnegie Mellon University,PhD Cidate
1189,35.8356,Google,Eng
1190,26.0000,Sun MicroSystem,Manage Software Eng
1190,30.0027,Yahoo,Sr Eng Manage
1190,31.7507,Tencent,Sr Director Eng Media Portal Dept
1191,25.0000,Infosys,Program Analyst
1191,26.2493,Apple,Sr Data warehouse Consult
1191,29.8356,Cisco,Sr Data Warehouse Consult Tech Lead
1191,31.9205,eBay,Team Lead Member Tech Staff
1195,30.0000,StanfoResearch Dev University,Consult Associate Professor
1195,37.5014,eBay,Principal Product Manage
1195,40.0082,eBay,Director Eng
1198,24.0000,HewlettP,Software Design Operation Analyst Operationa
1198,25.1644,Cisco,Software Eng Contractor
1201,24.0000,IBM,Distinguished Research Staff Member
1201,37.8411,Google,Tech Lead Manage
1202,30.0000,Intel,Research
1202,30.4192,Microsoft Research,Research
1202,31.4192,University Washington,Research Assistant
1202,35.1699,Nokia,Sr Research
1205,26.0000,IBM,Research Intern TJ Watson Research Center Hawthorne NY
1205,28.0027,IBM,Extreme Blue Speed Team Member TJ Watson Research Center Yorktown Heights NY
1205,29.0849,Amazon,Software Eng
1205,33.1726,Microsoft,Sr Applied Research
1205,37.0082,LinkedIn,Sr Research Eng
1205,38.1753,Facebook,Research Science
1207,31.0000,Sun MicroSystem,Intern
1207,31.5863,IBM,Intern
1207,32.0822,IBM,Software Eng
1207,35.0849,IBM,Staff Software Eng
1207,37.0849,IBM,Advisory Software Eng
1207,38.7534,IBM,Advisory Software Eng
1207,41.2575,IBM,Sr Software Eng
1213,30.0000,Google,Eng Intern
1213,30.3370,Motorola,Software Eng
1213,31.3370,Google,Software Eng
1215,30.0000,Microsoft,Software Dev Eng
1215,33.4986,Microsoft,Sr Software Dev Eng
1215,36.0849,Cisco,Tech Lead
1217,25.0000,Qualcomm,Sr Software Eng
1217,29.0849,Apple,Firmware Eng
1218,26.0000,Amazon,Software Eng
1218,29.3342,Google,Staff Software Eng Tech Lead
1221,31.0000,Microsoft,Sotfware Design Eng
1221,33.5890,Microsoft,Software Eng Lead
1221,36.0055,Microsoft,Sr Software Design Eng
1221,37.8438,Microsoft,Sr Software Design Eng
1221,39.6767,Microsoft,Sr Software Design Eng
1221,42.2603,Microsoft,Principal Software Design Eng
1221,46.1781,Google,Software Eng
1223,26.0000,IBM,Manage Software Dev for Pureflex System x
1223,28.0877,IBM,Manage Software Dev for Flash Storage Cloud Storage Solution
1223,29.7562,Microsoft,Sr Program Manage Linux OSS on Azure
1224,25.0000,Microsoft,Program Manage
1224,29.6740,Baidu,Sr Product Manage Lead Mobile Browser
1226,29.0000,Intel,Sr Software Eng
1226,39.1753,Intel,Research Science
1226,40.8466,Twitter,Sr Software Eng
1226,41.7616,Apple,Sr Software Eng
1227,28.0000,Apple,Eng Manage
1227,31.8356,Airbnb,Software Eng
1232,28.0000,Rocket Fuel Inc,Rocket Fuel Science
1232,28.9178,Google,Software Eng
1234,25.0000,IBM,Software Eng
1234,29.8356,Microsoft,Software Dev Eng
1234,34.8384,Amazon,Software Dev Eng
1240,22.0000,Amazon,Software Dev Eng Recommendations System Item Authority
1240,24.9151,Amazon,Manage Software Dev Tech Lead Eng Amazon Personalization Networks
1240,26.0877,Microsoft,Program Manage Live Search Relevance
1240,26.4219,Netflix,Sr Manage Software Eng Applied Personalization Algorithm
1241,25.0000,Sun MicroSystem,Sun Solution Center Architect
1241,29.0849,Oracle,Oracle Virtualization Product Applied Specialist China Lead
1241,32.2548,Symantec,APJ Partner Solution System Eng
1243,30.0000,Amazon,Software Dev Eng Intern
1243,30.8329,Google,Software Eng
1246,25.0000,Yahoo,Front End Eng
1246,26.0000,Yahoo,Mobile Front End Eng
1246,26.7479,Twitter,Software Eng
1246,27.3370,Twitter,Sr Software Eng
1246,29.5836,Twitter,Eng Manage
1246,30.5014,Twitter,Sr Software Eng
1249,31.0000,Google,Contract Dev for JatoVM Google Summer Code 2011
1249,32.0027,Qualcomm,Interim Associate Eng
1250,29.0000,Microsoft Research,Research Intern
1250,29.8329,Facebook,Software Eng Intern
1250,30.5014,Facebook,Research Science Software Eng
1252,22.0000,Siebel System,Sr Software Eng
1252,26.4219,Oracle,Principal Consult
1254,29.0000,Microsoft,Software Dev Eng Intern
1254,30.0849,Google,Software Eng Intern
1254,31.3370,Facebook,Software Eng
1256,26.0000,Georgia Institute Tech,Graduate Student Teaching Assistant
1256,27.7507,Salesforce,Associate Member Tech Staff
1256,28.7507,Salesforce,Member Tech Staff
1256,30.0027,Salesforce,Sr Member Tech Staff
1257,31.0000,Microsoft Research Asia,Research Intern
1257,32.0849,University WisconsinMadison,Teaching Assistant
1257,32.5041,University WisconsinMadison,Research Assistant
1257,34.0027,Facebook,Software Eng
1262,24.0000,IBM,Software Eng SAS RAID Storage Firmware Dev
1262,25.7479,EMC,Director Eng Platforms
1263,24.0000,Oracle,Principal User Interface Design
1263,30.5096,SAP,Principal User Experience Design
1263,31.5096,Oracle,Sr Manage HCM User Experience
1263,36.6795,Oracle,Director Applied User Experience
1264,30.0000,Amazon,Software Dev Eng
1264,34.0877,Yahoo,Software Dev Intern
1265,31.0000,Microsoft Research Asia,Research intern long term
1265,32.1671,Georgia Institute Tech,PhD student
1265,39.1726,Microsoft,Software Eng
1265,40.5918,Google,Sr Software Eng
1265,43.0082,Pinterest,Software Eng Tech Lead
1268,31.0000,Oracle,Sr Web Technologist
1268,33.5014,Yahoo,Sr Tech Yahoo
1268,38.1753,Yahoo,Sr Eng Manage
1268,43.4219,Yahoo,Sr Eng Manage
1271,30.0000,University WisconsinMadison,Research Assistant
1271,33.8356,Yahoo,Research Science
1271,37.8384,LinkedIn,Staff Eng Applied Research
1271,40.4247,LinkedIn,Sr Staff Eng Applied Research
1273,26.0000,IBM,Eng
1273,27.0000,Sun MicroSystem,Fellow CTO Client Software Group
1277,22.0000,Motorola,Software Eng
1277,23.4164,Intel,Sr Software Eng
1277,31.5041,PayPal,Principal Software Eng
1277,35.6767,PayPal,Software Dev Manage
1277,37.9260,Microsoft,Principal Dev Manage
1278,31.0000,Google,Software Eng Intern
1278,32.0000,eBay,Research Intern
1278,32.9151,Yahoo,Research Intern
1278,34.0000,Alibaba,Research Intern
1280,24.0000,NVIDIA,Software Eng Intern
1280,24.9178,Tencent,Software Eng Intern
1280,25.2493,Tencent,Software Eng
1281,24.0000,Microsoft,Software Dev Eng Intern
1281,24.5808,Facebook,Software Eng Intern
1282,29.0000,IBM,Advisory Software Eng
1282,35.1699,Microsoft,Software Dev Eng
1282,37.5096,Microsoft,Sr Software Dev Eng
1284,31.0000,Lenovo,Project Manage
1284,35.0877,Yahoo,Manage
1285,29.0000,Microsoft,Principal Software Architect Windows Mobile
1285,29.8301,Microsoft,Principal Software Architect Mobile
1285,31.3342,Microsoft,Principal Dev Manage OneApp Mobile App Platform
1285,33.4219,Microsoft,Principal Software Architect Azure Mobile Service
1285,34.0027,Microsoft,Principal Dev Manage Big Data Analyst with Hadoop
1285,37.5014,Amazon,General Manage Amazon Machine Learning
1285,39.1726,Uber,Head Machine Learning
1286,28.0000,Arizona State University,Graduate Research Associate
1286,34.3370,IBM,Research Staff Member
1287,24.0000,The Ohio State University,Graduate Research Associate
1287,30.0877,Google,Software Eng
1289,29.0000,IBM,Sr Business Solution Pressional
1289,32.0027,IBM,Insurance SOA Solution Business Dev Lead
1289,34.0055,IBM Software Group,Worldwide Insurance Information Solution Business Case Lead
1289,38.5041,IBM Software Group,Executive Industry Consult
1290,29.0000,Yahoo,Software Dev
1290,33.4219,NetApp,Member Tech Staff
1300,30.0000,Microsoft,Sr Research Software Dev Eng
1300,35.2521,Apple,Principal Data Science Tech Lead
1300,37.5014,PayPal,Director Data Science
1302,31.0000,Microsoft Research,Principal Research
1302,43.8384,Google,Research Science
1303,22.0000,Microsoft,Research Intern
1303,23.0027,Google,Software Eng Intern
1303,24.0027,Microsoft,Software Dev Eng Intern
1304,22.0000,Yahoo,Software Eng Mobile Devices group
1304,24.0027,Yahoo,Sr Software Engnfrastructure
1304,29.0055,Yahoo,Tech Lead Eng Manage Platform Division
1304,31.0904,Facebook,Software Eng
1305,28.0000,Amazon,Software Dev Eng Kindle Platform
1305,32.0027,Amazon,Sr Software Dev Eng Kindle Platform
1305,32.3397,Amazon,Software Dev Manage Kindle Fire
1305,35.3425,Amazon,Software Dev Manage Kindle Product Amazon FreeTime
1305,37.0055,Twitter,Sr Manage Software Eng
1308,30.0000,VMware,Sr Eng Manage
1308,34.0027,NetApp,Sr Eng Manage ONTAP
1308,37.3397,NetApp,Sr Eng Manage FlashRay MarsOS
1309,22.0000,Amazon,Software Eng
1309,23.2521,Microsoft,Sr Software Eng Manage
1309,28.2548,Facebook,Software Eng
1310,30.0000,Georgia Institute Tech,Research Teaching Assistant
1310,31.4192,Twitter,Software Eng
1310,32.2521,YouTube,Software Eng
1314,22.0000,Oracle,Tech Consult Data Eng
1314,24.0877,Carnegie Mellon University,Research Assistant
1315,25.0000,HewlettP,Software QA Eng
1315,26.3342,Apple,Software QA Eng System Analyst
1316,24.0000,Amazon,Software Dev Eng
1316,24.7507,Google,Software Eng
1319,31.0000,Baidu,Sr Software Eng
1319,34.5041,Facebook,Software Eng
1321,22.0000,Amazon,Sr Manage Software Dev
1321,23.2493,Facebook,Eng Manage
1322,29.0000,Sun MicroSystem,Software Eng Intern
1322,30.3315,Intel,Software Eng
1322,30.8329,Intel,Sr Software Eng
1322,35.0027,EMC,Associate Principal Eng
1322,38.3370,Intel,Sr Software Eng
1324,30.0000,Northeastern University,Graduate Student
1324,36.3397,Yahoo,Applied Science
1324,39.0055,LinkedIn,Sr Software Eng
1325,25.0000,Arizona State University,Research Associate Teaching Assistant
1325,28.0027,Microsoft,Software Dev Eng
1326,31.0000,Microsoft Research Asia,Research Intern
1326,31.7479,Baidu,Sr Machine Learning Eng
1326,33.7479,Baidu,Staff Research Develop Eng
1328,30.0000,Microsoft,Software Dev Eng
1328,32.3342,Twitter,Software Eng
1328,33.6685,Salesforce,Software Eng
1330,26.0000,Amazon,Software Dev Eng Intern
1330,26.7562,Amazon,Software Dev Eng
1330,28.0000,Yahoo,Software Dev
1330,29.0849,Apple,Sr Software Eng
1331,26.0000,Microsoft,Software Dev Engn Test
1331,28.2521,Microsoft,Software Dev Engn Test
1331,30.4219,Microsoft,Lead Software Dev Engn Test
1331,32.4219,Microsoft,Sr Eng Lead
1331,34.7534,Microsoft,Sr Eng Lead
1331,35.5918,Amazon,Software Eng
1331,37.0082,Amazon,Software Eng
1331,38.5096,Amazon,Software Eng
1335,22.0000,eBay,Software Eng Intern
1335,22.0849,Symantec,QA Automation Eng
1335,22.9205,Cisco,Software Eng
1336,26.0000,Google,Account Manage
1336,27.6685,SAP,Sr Product Manage
1337,22.0000,Tata Consultancy Service,Data Analyst
1337,23.0849,Northeastern University,compute Lab Assistant as a proctor
1337,23.4986,EMC,College Coop Software Eng
1337,23.7507,Northeastern University,Teaching Assistant Database Design Data Manage
1338,30.0000,Georgia Institute Tech,Research Assistant
1338,34.4219,Amazon,Machine Learning Science 
1339,22.0000,Yahoo,Software Dev Eng
1339,23.6712,Microsoft,Software Eng
1340,24.0000,eBay,Staff Software Eng
1340,25.3342,eBay,Prinicipal Sotware Eng
1340,26.3342,eBay,Dev Manage
1340,28.6685,eBay,Sr Dev Manage TrackingExperimentationPersonalizationOnline Ad Platforms
1340,31.1753,eBay,Director Hadoop Eng Dev
1340,32.6712,PayPal,Director Eng
1340,34.2548,PayPal,Sr Director Eng
1341,31.0000,Amazon,Software Dev Eng Intern
1341,32.3370,Facebook,Software Eng Intern
1341,33.0877,Amazon,Software Dev Eng
1341,34.4219,LinkedIn,Sr Software Eng
1343,25.0000,Microsoft,Software Design Eng Windows Shell Windows Division
1343,28.0027,Microsoft,Software Design Eng TabletPC Windows Division
1343,29.4219,Microsoft,Dev Lead Content Manage Server fice Division
1343,32.3397,Microsoft,Sr Dev Lead Anti Spam Windows Live Platform
1343,34.4247,Microsoft,Sr Dev Lead AdCenter Online Service Division
1343,35.9233,Microsoft,Sr Dev Lead Silverlight Dev Division
1343,39.2603,Microsoft,Sr Dev Lead Applied Platform Windows Phone
1343,40.2630,Amazon,Software Dev Manage Tablet Apps Amazon Mobile
1343,41.5973,Amazon,Software Dev Manage Mobile Platform Amazon Mobile
1343,42.5973,LinkedIn,Software Eng Manage
1344,28.0000,Amazon,Software Dev Eng Intern
1344,29.0849,EMC,Sr Software Eng
1345,31.0000,Microsoft,Sr Dev Lead Microsoft SQL Server Business Intelligence BI
1345,38.0055,Microsoft,Principal Dev Manage Ad Infrastructure
1345,41.0904,Microsoft,Partner Dev Manage Platform Team
1345,43.6740,Facebook,Eng Manage
1347,22.0000,Microsoft,Visiting Student
1347,23.0849,IBM,Advisory Software Eng BPM SWAT
1347,28.7562,IBM,WebSphere Cloud Solution Architect Asia Pacific
1347,29.8384,VMware,Sr Consult
1348,24.0000,Sun MicroSystem,Member Tech Staff
1348,32.9205,Google,Linux Kernel Eng
1351,24.0000,Microsoft,Program Language Research
1351,25.1671,Yahoo,Sr Eng
1354,30.0000,Yahoo,Eng Manage
1354,31.9151,Yahoo,Yahoo Movies Tech Lead
1354,33.0000,Yahoo,Yahoo Open Strategy Applied Platform Tech Lead
1354,35.5836,Netflix,Sr Software Eng Streaming System Eng
1354,38.5014,Netflix,Sr Software Eng Edge Insights
1355,22.0000,Amazon,Software Dev Eng
1355,25.4219,Facebook,Software Eng
1355,27.4219,Pinterest,Software Eng
1356,26.0000,IBM,Staff Tech Support Eng
1356,29.5918,Baidu,Sr OpenStack Eng
1356,30.7562,Accenture,Cloud Infrastructure Consult
1357,29.0000,HewlettP,System Database Consult
1357,32.4219,Oracle,Solution Architect
1357,34.7562,IBM,Solution Architect
1357,36.2575,Lenovo,Sr Solution Architect
1360,30.0000,IBM,Solution Architect Smart Cities
1360,35.1753,Oracle,Sr Sale Consult
